identifier,interface_phenotype,probability
9NE6_A,I001,0.8850812358459136
9NE9_A,I001,0.901864981771048
9NFX_C,I_NOISE,0.0
9NKD_A,I001,1.0
9NKE_A,I001,1.0
9NL2_A,I001,0.7475023226986486
9NL3_A,I001,0.6195482145006315
9NN2_A,I001,0.8189556497257275
9NNB_C,I001,0.6637992580122415
9NNH_A,I001,0.8536465028220227
9NNH_C,I001,0.6431608504372338
9NUX_A,I001,0.6863117384680816
9NVU_P,I001,0.8982515187013087
9NY8_A,I001,1.0
9NYS_A,I001,1.0
9NZ9_A,I001,0.9611843962058633
9NZC_A,I001,1.0
9NZD_A,I001,1.0
9NZT_A,I001,0.8999995241952057
9O01_A,I001,1.0
9O02_A,I001,1.0
9O0G_B,I001,0.47501688101796136
9O0G_C,I001,0.8105132155892945
9O8P_A,I001,1.0
9OAC_Ac,I001,0.5117616666708894
9OAC_Bc,I001,0.4812616180115016
9OAC_Ca,I_NOISE,0.0
9OAD_Da,I002,1.0
9OAE_Da,I002,0.47575126343037993
9OAT_A,I001,1.0
9OAU_A,I001,1.0
9OAV_A,I001,1.0
9OAW_A,I001,1.0
9OAX_A,I001,1.0
9OAY_A,I001,1.0
9OKD_N,I002,1.0
9OM4_B,I001,0.7984193711256617
9OW7_B,I001,1.0
9OYJ_A,I001,0.825423358011916
9OYJ_E,I001,1.0
9OYL_C,I001,0.8404395208989298
9P1D_A,I001,0.6560234827328913
9P1D_E,I001,0.7084460447985164
9P4J_E,I001,0.8897010629401427
9P8T_A,I001,0.5788453290087617
9P8U_A,I001,0.68214928270888
9PCP_B,I_NOISE,0.0
9PFQ_D,I_NOISE,0.0
9PFQ_Q,I_NOISE,0.0
9PFV_C,I001,0.4929200902202053
9PI4_A,I001,0.9777891206670375
9PI5_A,I001,0.7865281737428291
9PW1_A,I001,1.0
9PZ7_A,I001,1.0
9PZH_A,I001,1.0
9Q0H_A,I001,1.0
9Q28_D,I001,1.0
9Q7V_A,I001,1.0
9Q7W_A,I001,1.0
9Q7Z_A,I001,1.0
9Q80_K,I001,0.3091981909131173
9Q90_2,I_NOISE,0.0
9Q93_2,I_NOISE,0.0
9QCC_Q,I001,0.4360049333432625
9QCC_V,I001,0.8975260924776393
9QHS_A,I001,1.0
9QKY_A,I001,0.9213697582170413
9QLH_A,I_NOISE,0.0
9QN8_G,I001,0.9428244127674406
9QUJ_A,I001,0.7551569582361859
9QV5_A,I001,0.710182748970711
9QV6_A,I001,0.8200472221741721
9QXR_E,I001,0.386473244865307
9QXU_E,I001,0.33247587549064733
9R35_B,I001,0.8073585450383542
9R96_B,I001,1.0
9RAH_A,I_NOISE,0.0
9RD5_H,I001,0.94999134648981
9RJS_A,I_NOISE,0.0
9RJS_C,I001,0.792209491209881
9RL6_A,I001,0.8822646046601251
9RQS_A,I001,1.0
9RTD_B,I001,0.8809582812145031
9RTJ_B,I001,0.7719501974677417
9RZE_Y,I_NOISE,0.0
9S19_B,I001,0.8124925928095486
9S28_A,I001,0.6405897840270053
9SIT_A,I001,1.0
9SW0_B,I001,0.8883671092814933
9SW0_D,I001,0.6459343525104804
9T4V_K,I_NOISE,0.0
9T56_A,I001,0.8980556835366599
9T6T_A,I001,0.9206617156181793
9TAW_X,I_NOISE,0.0
9TAX_N,I_NOISE,0.0
9TEQ_A,I001,1.0
9TGN_A,I001,0.18923048862713057
9TGN_B,I001,0.7344978368676099
9TGW_A,I001,0.7346066805233321
9TGW_B,I001,0.43570462828026274
9TOY_B,I001,1.0
9TQ4_A,I001,0.853423239866235
9U18_F,I001,1.0
9U19_F,I001,1.0
9UA2_A,I001,0.8254611892856014
9UER_A,I001,0.7395539792514357
9UMC_A,I001,1.0
9UMF_B,I001,1.0
9UP1_B,I001,0.7276080226424759
9URH_A,I001,0.9683784171524589
9UX7_A,I_NOISE,0.0
9UX7_C,I001,0.890594736079475
9UXH_D,I001,0.9783513803620537
9UXH_F,I001,1.0
9V2V_G,I_NOISE,0.0
9V2V_O,I001,1.0
9V2V_P,I001,1.0
9V2V_R,I001,1.0
9V36_A,I001,1.0
9V7S_A,I001,0.9556214803217097
9V8A_A,I001,1.0
9VBH_A,I001,0.7323252774565124
9VBK_A,I001,0.45368412874843866
9VJ9_B,I_NOISE,0.0
9VJA_S,I001,0.689828677605535
9VMA_A,I001,0.7718743842925784
9VNQ_A,I001,0.7983970850113955
9VRT_N,I001,1.0
9VTP_D,I001,0.7679019912442128
9VTQ_G,I001,1.0
9VTR_I,I001,1.0
9VX7_B,I_NOISE,0.0
9W6T_C,I_NOISE,0.0
9W6T_D,I_NOISE,0.0
9W6T_R,I_NOISE,0.0
9W7V_A,I001,0.7443182126912132
9W7W_A,I001,1.0
9WA7_A,I001,1.0
9WHK_B,I001,0.9106887238423207
9WMF_A,I001,0.9524638981429167
9WS0_A,I001,0.6713600466370686
9WS0_B,I001,0.4679899895112985
9WSM_C,I001,0.9267683186735245
9WSM_D,I001,1.0
9WSM_F,I001,0.6093486381223359
9X1M_A,I001,0.21588976528569717
9X25_B,I001,0.5589351955536268
9X25_C,I001,0.6545509882735089
9X25_E,I001,0.4325189023494919
9X94_B,I001,0.6220897052127052
9XGK_E,I001,0.7651027498549662
9XVF_A,I001,0.8651520164980487
9XVO_B,I001,0.9564760870300335
9XY1_A,I001,1.0
9XY2_A,I001,1.0
9XY5_A,I001,1.0
9XY6_A,I001,1.0
9XY8_A,I001,1.0
9XY9_A,I001,1.0
9XYA_A,I001,1.0
9Y1E_A,I001,1.0
9Y3D_O,I_NOISE,0.0
9Y66_C,I001,1.0
9YD1_A,I001,1.0
9YD2_A,I001,1.0
9YHW_A,I001,1.0
9YHY_A,I001,1.0
9YK1_A,I001,0.9008581139258601
9YSI_A,I001,1.0
9YYH_A,I001,0.997396161878121
9YZL_D,I001,0.6361481227856957
9Z6Z_A,I001,0.8406660578632191
9ZBT_A,I_NOISE,0.0
9ZBT_H,I001,0.8035836368865596
9ZBU_H,I001,0.8413989421968305
9ZBU_T,I001,0.7285701107277054
9ZEN_C,I001,1.0
9ZEN_D,I001,1.0
9ZGF_C,I001,1.0
9ZP3_J,I001,0.8983163780576701
9ZQA_P,I001,0.7279237513863176
9ZUM_C,I001,1.0
9ZZR_C,I001,0.8812884983086323
9ZZR_D,I001,1.0
9ZZR_F,I001,1.0
9ZZR_K,I002,0.5110198864794528
9ZZR_R,I001,1.0
