global_phenotype,identifier,probability
G_NOISE,7XAQ_B,0.0
G008,7XCR_C,1.0
G_NOISE,7XCR_L,0.0
G011,7XCT_D,1.0
G010,7XCT_F,0.9664045434670857
G011,7XD0_D,1.0
G051,7XG0_A,0.6951641298322753
G036,7XG0_D,1.0
G_NOISE,7XG3_L,0.0
G_NOISE,7XHV_B,0.0
G_NOISE,7XI3_B,0.0
G_NOISE,7XJG_A,0.0
G051,7XJG_J,0.6531973103239633
G025,7XJP_B,0.2164320658065847
G_NOISE,7XLT_H,0.0
G_NOISE,7XLT_L,0.0
G_NOISE,7XML_C,0.0
G047,7XN7_B,1.0
G_NOISE,7XP3_A,0.0
G_NOISE,7XQ5_A,0.0
G_NOISE,7XQ5_B,0.0
G011,7XUZ_H,0.3617032121060678
G005,7XV6_A,1.0
G005,7XV8_A,1.0
G011,7XYF_D,0.9824128270620309
G_NOISE,7XZX_K,0.0
G_NOISE,7Y01_A,0.0
G_NOISE,7Y43_A,0.0
G_NOISE,7Y7R_A,0.0
G_NOISE,7Y8R_M,0.0
G_NOISE,7YE1_A,0.0
G_NOISE,7YEO_B,0.0
G_NOISE,7YMI_Z,0.0
G_NOISE,7YOJ_A,0.0
G_NOISE,7YQ3_F,0.0
G008,7YQK_C,0.47870921717793113
G009,7YRD_E,0.6022099687556269
G008,7YRD_G,0.46848987482542465
G_NOISE,7YRD_K,0.0
G_NOISE,7YZA_A,0.0
G_NOISE,7YZO_A,0.0
G_NOISE,7Z0S_C,0.0
G_NOISE,7Z0S_D,0.0
G_NOISE,7Z0S_G,0.0
G_NOISE,7Z0U_A,0.0
G_NOISE,7Z1O_A,0.0
G039,7Z1O_E,0.6395262915254366
G041,7Z3X_A,0.9704916923670991
G_NOISE,7Z4B_EA,0.0
G_NOISE,7Z4W_1,0.0
G_NOISE,7Z5I_A,0.0
G_NOISE,7Z5K_A,0.0
G_NOISE,7Z5Z_A,0.0
G_NOISE,7ZHJ_b,0.0
G_NOISE,8A0X_A,0.0
G017,8A0X_D,1.0
G_NOISE,8A1C_A,0.0
G_NOISE,8A3T_O,0.0
G012,8A3T_Q,1.0
G047,8A40_B,1.0
G_NOISE,8A5T_A,0.0
G_NOISE,8A93_A,0.0
G_NOISE,8AAN_A,0.0
G_NOISE,8AAS_B,0.0
G_NOISE,8AG6_A,0.0
G_NOISE,8AGE_C,0.0
G_NOISE,8AGE_E,0.0
G_NOISE,8AMU_F,0.0
G_NOISE,8APM_C,0.0
G_NOISE,8ASC_F,0.0
G_NOISE,8ASC_K,0.0
G_NOISE,8ATT_B,0.0
G_NOISE,8AXK_O,0.0
G_NOISE,8B1T_B,0.0
G019,8B4B_W,0.7062588661157818
G019,8B4D_C,0.7062588661157818
G_NOISE,8B6K_A,0.0
G_NOISE,8B76_B,0.0
G_NOISE,8B7E_B,0.0
G_NOISE,8BAR_A,0.0
G_NOISE,8BBG_C,0.0
G_NOISE,8BD5_E,0.0
G_NOISE,8BIP_A,0.0
G_NOISE,8BIP_B,0.0
G_NOISE,8BPX_N,0.0
G_NOISE,8BPX_n,0.0
G_NOISE,8BRI_C,0.0
G_NOISE,8BVW_3,0.0
G_NOISE,8BX1_E,0.0
G_NOISE,8BYX_B,0.0
G_NOISE,8BZM_B,0.0
G_NOISE,8BZM_E,0.0
G031,8C24_A,1.0
G_NOISE,8C56_A,0.0
G_NOISE,8C7S_A,0.0
G_NOISE,8C7U_D,0.0
G_NOISE,8C81_E,0.0
G011,8C84_B,0.3617032121060678
G039,8CDN_A,0.6395262915254366
G_NOISE,8CEO_5,0.0
G_NOISE,8CID_A,0.0
G_NOISE,8CRO_C,0.0
G_NOISE,8CSZ_D,0.0
G_NOISE,8CWW_P,0.0
G_NOISE,8D0B_A,0.0
G_NOISE,8D0B_B,0.0
G_NOISE,8D0K_B,0.0
G_NOISE,8D0K_D,0.0
G_NOISE,8D2L_A,0.0
G_NOISE,8D2M_A,0.0
G_NOISE,8D3M_A,0.0
G_NOISE,8D3M_E,0.0
G_NOISE,8D3M_I,0.0
G_NOISE,8D3P_B,0.0
G_NOISE,8D3P_E,0.0
G_NOISE,8D4A_A,0.0
G_NOISE,8DEJ_C,0.0
G_NOISE,8DEJ_J,0.0
G_NOISE,8DF8_A,0.0
G_NOISE,8DFS_M,0.0
G028,8DLF_A,0.8502743556112916
G_NOISE,8DQ1_C,0.0
G_NOISE,8DQW_E,0.0
G_NOISE,8DR0_C,0.0
G_NOISE,8DR0_D,0.0
G_NOISE,8DR1_C,0.0
G_NOISE,8DTP_A,0.0
G_NOISE,8DUE_B,0.0
G_NOISE,8DW0_A,0.0
G050,8DW8_A,0.48460557944891697
G_NOISE,8DWE_A,0.0
G_NOISE,8DWF_A,0.0
G_NOISE,8DWJ_A,0.0
G_NOISE,8DY7_H,0.0
G_NOISE,8DY9_B,0.0
G022,8DY9_C,1.0
G024,8DY9_D,1.0
G_NOISE,8DY9_I,0.0
G_NOISE,8DZJ_A,0.0
G_NOISE,8E2P_B,0.0
G_NOISE,8E2Q_B,0.0
G_NOISE,8E3S_A,0.0
G_NOISE,8E5D_A,0.0
G017,8E66_A,0.8139986447089433
G017,8E67_F,0.8139986447089433
G_NOISE,8E9A_A,0.0
G_NOISE,8EA4_O,0.0
G005,8EB5_A,1.0
G044,8EBT_A,1.0
G_NOISE,8EBT_B,0.0
G_NOISE,8EBT_H,0.0
G_NOISE,8EBT_K,0.0
G_NOISE,8EFV_B,0.0
G023,8EG8_J,1.0
G023,8EH8_J,1.0
G024,8EJ3_D,1.0
G_NOISE,8EKI_C,0.0
G_NOISE,8EKI_D,0.0
G_NOISE,8EMH_B,0.0
G_NOISE,8EPX_D,0.0
G_NOISE,8ER8_A,0.0
G_NOISE,8ESW_AL,0.0
G023,8F3C_J,1.0
G_NOISE,8F69_A,0.0
G_NOISE,8F6B_F,0.0
G028,8FCJ_A,1.0
G_NOISE,8FCJ_H,0.0
G_NOISE,8FCJ_I,0.0
G036,8FCV_P,1.0
G012,8FFI_A,1.0
G_NOISE,8FGW_A,0.0
G_NOISE,8FGW_C,0.0
G_NOISE,8FIJ_B,0.0
G_NOISE,8FIK_A,0.0
G041,8FLJ_B,1.0
G_NOISE,8FLJ_F,0.0
G_NOISE,8FLJ_G,0.0
G_NOISE,8FS2_B,0.0
G_NOISE,8FS3_C,0.0
G_NOISE,8FW5_H,0.0
G_NOISE,8FW5_I,0.0
G_NOISE,8FW7_D,0.0
G027,8FYB_C,1.0
G_NOISE,8FYC_A,0.0
G_NOISE,8FYC_C,0.0
G_NOISE,8FYC_K,0.0
G043,8FZT_E,0.39221005904855577
G_NOISE,8G0H_D,0.0
G_NOISE,8G0L_B,0.0
G_NOISE,8G0Z_A,0.0
G023,8G1S_J,1.0
G040,8G2Q_A,1.0
G023,8G2W_J,1.0
G_NOISE,8G6S_K,0.0
G023,8G7E_J,1.0
G_NOISE,8G9U_A,0.0
G_NOISE,8G9U_G,0.0
G_NOISE,8G9U_H,0.0
G_NOISE,8G9U_N,0.0
G_NOISE,8G9U_P,0.0
G_NOISE,8GAO_G,0.0
G_NOISE,8GCC_A,0.0
G_NOISE,8GH8_A,0.0
G040,8GIS_A,1.0
G_NOISE,8GLV_5H,0.0
G_NOISE,8GLV_DC,0.0
G_NOISE,8GLV_DO,0.0
G_NOISE,8GLV_Em,0.0
G_NOISE,8GLV_Ey,0.0
G_NOISE,8GLV_FO,0.0
G_NOISE,8GLV_HX,0.0
G_NOISE,8GLV_Hx,0.0
G_NOISE,8GLV_IT,0.0
G_NOISE,8GME_C,0.0
G_NOISE,8GMU_F,0.0
G009,8GRM_A,1.0
G008,8GRM_C,1.0
G011,8GRM_D,0.9934411271346814
G010,8GRM_F,1.0
G_NOISE,8GRM_P,0.0
G008,8GRQ_C,1.0
G022,8GZH_C,1.0
G_NOISE,8GZH_D,0.0
G_NOISE,8GZH_Z,0.0
G_NOISE,8H0L_A,0.0
G_NOISE,8H38_M,0.0
G_NOISE,8H3V_S,0.0
G022,8H40_A,0.8910955350972949
G_NOISE,8H40_B,0.0
G_NOISE,8H40_E,0.0
G003,8H9H_G,1.0
G017,8HCL_A,1.0
G_NOISE,8HCM_A,0.0
G_NOISE,8HD0_E,0.0
G_NOISE,8HFS_B,0.0
G032,8HG1_A,1.0
G_NOISE,8HHL_A,0.0
G036,8HI1_A,1.0
G_NOISE,8HKC_E,0.0
G010,8HQY_F,1.0
G009,8HR1_A,1.0
G010,8HR1_B,1.0
G008,8HR1_C,1.0
G011,8HR1_D,1.0
G_NOISE,8HR5_A,0.0
G024,8HVR_D,1.0
G_NOISE,8HVR_H,0.0
G_NOISE,8HYJ_E,0.0
G022,8I23_C,1.0
G023,8I23_D,0.39042451602357797
G_NOISE,8I24_F,0.0
G_NOISE,8I54_A,0.0
G_NOISE,8I8B_J,0.0
G_NOISE,8IA3_E,0.0
G_NOISE,8IAZ_A,0.0
G_NOISE,8IDB_D,0.0
G011,8IEJ_D,1.0
G_NOISE,8IF8_B,0.0
G_NOISE,8IHM_N,0.0
G_NOISE,8IJO_A,0.0
G_NOISE,8IJP_A,0.0
G_NOISE,8IK4_A,0.0
G_NOISE,8IK5_C,0.0
G_NOISE,8IKD_A,0.0
G_NOISE,8IKE_C,0.0
G_NOISE,8ILE_B,0.0
G_NOISE,8ILF_B,0.0
G_NOISE,8ILG_A,0.0
G_NOISE,8ILI_A,0.0
G_NOISE,8ILW_C,0.0
G_NOISE,8IMQ_A,0.0
G_NOISE,8IN8_C,0.0
G_NOISE,8IP0_B,0.0
G_NOISE,8IPP_B,0.0
G_NOISE,8IQI_C,0.0
G012,8ISZ_B,1.0
G_NOISE,8ITY_O,0.0
G_NOISE,8IUF_QB,0.0
G_NOISE,8IYJ_3,0.0
G_NOISE,8IYJ_A,0.0
G_NOISE,8IYJ_T3,0.0
G_NOISE,8IYK_E,0.0
G_NOISE,8J07_2R,0.0
G_NOISE,8J07_T,0.0
G_NOISE,8J0R_A,0.0
G_NOISE,8J12_A,0.0
G_NOISE,8J1J_A,0.0
G_NOISE,8J3R_A,0.0
G_NOISE,8J4X_I,0.0
G005,8J54_C,0.9501925026180874
G_NOISE,8J7S_B,0.0
G032,8J8G_A,1.0
G_NOISE,8J8G_B,0.0
G012,8J9G_B,1.0
G047,8JCH_B,0.9766543057563136
G_NOISE,8JFR_C,0.0
G_NOISE,8JFU_B,0.0
G048,8JG9_A,1.0
G008,8JHF_C,0.32181534846527793
G010,8JHG_F,0.554063475315726
G_NOISE,8JHG_G,0.0
G_NOISE,8JKK_D,0.0
G_NOISE,8JKL_C,0.0
G_NOISE,8JKN_C,0.0
G_NOISE,8JL0_A,0.0
G018,8JMJ_A,1.0
G_NOISE,8JO2_H,0.0
G_NOISE,8JPX_A,0.0
G_NOISE,8JQ0_D,0.0
G_NOISE,8JTJ_A,0.0
G_NOISE,8K21_A,0.0
G_NOISE,8K22_A,0.0
G_NOISE,8K22_B,0.0
G_NOISE,8K22_C,0.0
G_NOISE,8K22_D,0.0
G_NOISE,8K22_G,0.0
G_NOISE,8K23_B,0.0
G_NOISE,8K24_B,0.0
G_NOISE,8K24_D,0.0
G_NOISE,8K25_A,0.0
G_NOISE,8K25_e,0.0
G019,8K3D_A,0.7552211422604338
G_NOISE,8K4L_A,0.0
G022,8K58_C,1.0
G023,8K58_D,1.0
G_NOISE,8K59_F,0.0
G024,8K60_D,1.0
G001,8K8C_A,1.0
G032,8K8U_A,1.0
G029,8KA5_A,1.0
G_NOISE,8KBG_D,0.0
G028,8KFR_A,1.0
G028,8KFV_A,1.0
G_NOISE,8KGQ_A,0.0
G_NOISE,8KH1_A,0.0
G008,8OF4_C,0.32181534846527793
G_NOISE,8OK9_A,0.0
G024,8OKI_A,1.0
G_NOISE,8OKI_B,0.0
G009,8OL1_A,0.6245227176130003
G008,8OL1_C,0.4935572065644326
G011,8OL1_D,0.5794421634347401
G008,8OL1_G,0.3995796668363158
G040,8OL1_K,0.9037979570915674
G_NOISE,8OM1_d,0.0
G_NOISE,8OM1_e,0.0
G026,8OO7_A,1.0
G038,8OOY_A,0.1287505246031814
G_NOISE,8OSB_A,0.0
G_NOISE,8OSB_B,0.0
G_NOISE,8OSB_E,0.0
G_NOISE,8OTS_N,0.0
G008,8OTT_C,0.3874449542884054
G011,8OTT_D,1.0
G009,8OTT_E,1.0
G_NOISE,8OTT_M,0.0
G_NOISE,8OTT_N,0.0
G_NOISE,8OUC_CCC,0.0
G_NOISE,8OVW_L,0.0
G_NOISE,8OVW_Z,0.0
G_NOISE,8OW1_HH,0.0
G_NOISE,8OW1_II,0.0
G_NOISE,8OW1_KK,0.0
G_NOISE,8OW4_B,0.0
G034,8OY8_A,1.0
G032,8OZE_F,1.0
G047,8P0J_B,0.8362509480555982
G033,8P0J_H,1.0
G_NOISE,8P0J_I,0.0
G_NOISE,8P0U_A,0.0
G_NOISE,8P0X_O,0.0
G_NOISE,8P5Q_A,0.0
G_NOISE,8P65_J,0.0
G_NOISE,8PBZ_B,0.0
G023,8PDY_J,1.0
G_NOISE,8PID_P,0.0
G022,8PIL_I,1.0
G005,8PKI_K,0.9501925026180874
G_NOISE,8PM4_A,0.0
G007,8PMC_A,0.9946597721343085
G007,8PMF_A,0.9946597721343085
G007,8PMN_A,0.9946597721343085
G007,8PNA_A,0.9946597721343085
G_NOISE,8PPT_B,0.0
G_NOISE,8PS5_A,0.0
G_NOISE,8PUZ_A,0.0
G_NOISE,8PVV_A,0.0
G_NOISE,8PW0_A,0.0
G_NOISE,8Q1B_H,0.0
G_NOISE,8Q1B_J,0.0
G011,8Q3E_DDD,0.9934411271346814
G_NOISE,8Q3W_A,0.0
G_NOISE,8Q40_A,0.0
G_NOISE,8Q42_A,0.0
G_NOISE,8Q44_B,0.0
G_NOISE,8Q4D_C,0.0
G_NOISE,8Q4D_E,0.0
G011,8Q9N_B,0.3617032121060678
G_NOISE,8QA9_C,0.0
G051,8QBL_E,0.6531973103239633
G_NOISE,8QDX_C,0.0
G011,8QKT_DDD,0.9934411271346814
G008,8QKT_GGG,0.8399821465268366
G_NOISE,8QKU_Z,0.0
G012,8QLP_E,1.0
G026,8QMB_A,0.9564937505649167
G_NOISE,8QOX_A,0.0
G_NOISE,8QQI_A,0.0
G047,8QSZ_B,1.0
G039,8QSZ_E,0.6395262915254366
G_NOISE,8QU6_H,0.0
G_NOISE,8QUE_B,0.0
G_NOISE,8QUE_D,0.0
G025,8QUE_E,0.2164320658065847
G_NOISE,8QWF_A,0.0
G_NOISE,8QYV_C,0.0
G026,8QYV_V,1.0
G024,8R2M_D,1.0
G_NOISE,8R2M_J,0.0
G_NOISE,8R4Z_A,0.0
G_NOISE,8R7C_A,0.0
G_NOISE,8R7C_F,0.0
G_NOISE,8R7E_B,0.0
G007,8R7F_A,0.9946597721343085
G007,8R7F_E,0.9946597721343085
G_NOISE,8R7Y_A,0.0
G007,8R7Z_A,0.9946597721343085
G_NOISE,8RAW_B,0.0
G_NOISE,8RAZ_A,0.0
G_NOISE,8RB1_A,0.0
G_NOISE,8RB1_B,0.0
G036,8RC3_B,1.0
G036,8RC3_F,1.0
G051,8RC3_G,0.6951641298322753
G_NOISE,8RC4_h,0.0
G_NOISE,8RCO_A,0.0
G047,8RDJ_C,1.0
G_NOISE,8RDU_C,0.0
G_NOISE,8RDU_D,0.0
G022,8RE4_C,1.0
G023,8RE4_D,0.8624378711535412
G_NOISE,8RE4_M,0.0
G_NOISE,8REB_M,0.0
G_NOISE,8REC_M,0.0
G_NOISE,8RED_M,0.0
G_NOISE,8REE_M,0.0
G027,8RFJ_M,1.0
G_NOISE,8RGR_a,0.0
G005,8RM6_A,1.0
G_NOISE,8RPX_D,0.0
G_NOISE,8RQZ_C,0.0
G_NOISE,8RVP_6,0.0
G_NOISE,8RWV_C,0.0
G_NOISE,8RWV_D,0.0
G_NOISE,8RWV_E,0.0
G_NOISE,8RXD_B,0.0
G_NOISE,8RZV_A,0.0
G_NOISE,8S1P_L,0.0
G_NOISE,8S35_F,0.0
G_NOISE,8S35_G,0.0
G_NOISE,8S35_M,0.0
G_NOISE,8S37_B,0.0
G_NOISE,8S4T_A,0.0
G047,8S5A_A,0.8135316654646411
G_NOISE,8S70_D,0.0
G_NOISE,8S7G_C,0.0
G_NOISE,8S82_K,0.0
G_NOISE,8S82_L,0.0
G_NOISE,8S8P_K,0.0
G_NOISE,8S8P_L,0.0
G_NOISE,8S8P_R,0.0
G039,8S8Q_B,0.6076140584052535
G038,8SCG_A,1.0
G038,8SCO_A,0.9509079416670733
G_NOISE,8SFH_A,0.0
G_NOISE,8SFN_A,0.0
G_NOISE,8SH0_A,0.0
G008,8SMX_G,0.46848987482542465
G_NOISE,8SMY_L,0.0
G_NOISE,8SN4_M,0.0
G_NOISE,8SOK_D,0.0
G012,8SP0_A,1.0
G_NOISE,8SP1_F,0.0
G043,8SRS_A,0.875517041287545
G_NOISE,8SSQ_A,0.0
G003,8SSS_D,0.9312962259135829
G003,8SST_D,0.9312962259135829
G_NOISE,8SUK_D,0.0
G_NOISE,8SVD_E,0.0
G023,8SZW_J,1.0
G_NOISE,8T00_J,0.0
G022,8T0L_I,1.0
G023,8T0L_J,0.5057773208720777
G016,8T3X_A,1.0
G_NOISE,8T9X_A,0.0
G_NOISE,8TAC_A,0.0
G028,8TCI_A,1.0
G_NOISE,8TEW_K,0.0
G014,8TFD_A,0.9063987371979044
G_NOISE,8TJE_A,0.0
G015,8TKM_A,1.0
G_NOISE,8TO0_8,0.0
G_NOISE,8TP8_D,0.0
G030,8TQS_H,0.39723323190656623
G044,8TRO_b,1.0
G_NOISE,8TVC_A,0.0
G_NOISE,8TVR_G,0.0
G047,8TVY_B,1.0
G_NOISE,8TWB_1,0.0
G_NOISE,8TWB_2,0.0
G_NOISE,8TWB_3,0.0
G043,8TZZ_A,0.875517041287545
G050,8U0O_A,0.8997590099931896
G050,8U0P_A,0.8997590099931896
G_NOISE,8U0U_A,0.0
G008,8U13_G,0.46848987482542465
G_NOISE,8U3K_A,0.0
G043,8U3Y_A,0.875517041287545
G_NOISE,8U8L_B,0.0
G015,8U9L_A,1.0
G009,8UBI_A,1.0
G008,8UBI_C,1.0
G011,8UBI_D,0.9934411271346814
G_NOISE,8UC3_C,0.0
G_NOISE,8UH7_C,0.0
G_NOISE,8UK9_C,0.0
G_NOISE,8UK9_F,0.0
G048,8UMF_A,1.0
G036,8UMV_B,0.957610363221733
G_NOISE,8UMV_C,0.0
G_NOISE,8UMV_D,0.0
G_NOISE,8UMV_E,0.0
G_NOISE,8UNF_A,0.0
G_NOISE,8UNF_B,0.0
G008,8UPF_G,0.46848987482542465
G022,8URW_C,0.8650148932131986
G_NOISE,8URW_D,0.0
G_NOISE,8URW_Z,0.0
G_NOISE,8URY_AB,0.0
G_NOISE,8USP_A,0.0
G_NOISE,8UUC_A,0.0
G_NOISE,8UVK_B,0.0
G_NOISE,8UVX_A,0.0
G_NOISE,8UW3_A,0.0
G_NOISE,8UX1_L,0.0
G_NOISE,8V1Q_A,0.0
G045,8V1U_A,1.0
G045,8V1V_A,1.0
G_NOISE,8V32_J,0.0
G_NOISE,8V6H_A,0.0
G_NOISE,8V6I_D,0.0
G_NOISE,8V9K_z,0.0
G_NOISE,8VAL_E,0.0
G_NOISE,8VAQ_C,0.0
G_NOISE,8VAQ_F,0.0
G_NOISE,8VCD_A,0.0
G_NOISE,8VCJ_B,0.0
G_NOISE,8VCJ_X,0.0
G_NOISE,8VG2_G,0.0
G010,8VLR_B,1.0
G011,8VLR_D,0.6849810634241665
G008,8VMJ_K,1.0
G011,8VMJ_S,0.9824128270620309
G_NOISE,8VMS_A,0.0
G011,8VO0_M,0.5045581003150315
G011,8VO0_S,0.5045581003150315
G_NOISE,8VWI_N,0.0
G_NOISE,8VXY_B,0.0
G045,8VZL_A,1.0
G033,8W1P_A,1.0
G_NOISE,8W2Q_A,0.0
G033,8W2Q_C,1.0
G_NOISE,8W34_A,0.0
G_NOISE,8W8D_d,0.0
G_NOISE,8WA0_C,0.0
G047,8WA1_B,1.0
G_NOISE,8WAK_p,0.0
G_NOISE,8WD8_A,0.0
G_NOISE,8WFD_E,0.0
G008,8WG5_C,0.7679852613798522
G018,8WIK_A,1.0
G_NOISE,8WK3_o,0.0
G_NOISE,8WOH_B,0.0
G032,8WPE_A,1.0
G_NOISE,8WPK_B,0.0
G_NOISE,8WR4_B,0.0
G043,8WRU_A,0.37241970018014514
G_NOISE,8WS5_A,0.0
G_NOISE,8WT9_A,0.0
G046,8WUS_E,0.26438796421741234
G043,8WUV_A,1.0
G_NOISE,8WW7_E,0.0
G_NOISE,8X15_S,0.0
G_NOISE,8X15_T,0.0
G_NOISE,8X5V_A,0.0
G022,8X6G_C,0.9807149312452732
G023,8X6G_D,0.4151991886931102
G_NOISE,8X6G_H,0.0
G009,8X7I_A,1.0
G008,8X7I_C,0.7679852613798522
G008,8X7J_C,1.0
G008,8X7K_C,0.9407037386838557
G010,8X7K_F,1.0
G008,8X7K_G,1.0
G_NOISE,8XA7_H,0.0
G_NOISE,8XAK_A,0.0
G_NOISE,8XAW_B,0.0
G_NOISE,8XHV_A,0.0
G032,8XIH_B,1.0
G025,8XJ8_A,0.2164320658065847
G_NOISE,8XJV_Ab,0.0
G_NOISE,8XJV_Aq,0.0
G_NOISE,8XJV_L,0.0
G_NOISE,8XJV_w,0.0
G_NOISE,8XK9_D,0.0
G047,8XMC_B,0.8362509480555982
G_NOISE,8XMC_E,0.0
G_NOISE,8XPM_W1,0.0
G_NOISE,8XRF_B,0.0
G046,8XWC_A,0.33958764772247024
G_NOISE,8XX4_A,0.0
G047,8XX4_B,1.0
G_NOISE,8XX4_D,0.0
G_NOISE,8XX5_G,0.0
G_NOISE,8Y0A_A,0.0
G_NOISE,8Y0B_A,0.0
G_NOISE,8Y3Z_A,0.0
G_NOISE,8Y80_E,0.0
G043,8Y9M_A,0.3302413218483094
G039,8YEY_A,0.6087541280297838
G_NOISE,8YI8_C,0.0
G_NOISE,8YIX_g,0.0
G_NOISE,8YJZ_D,0.0
G_NOISE,8YJZ_H,0.0
G_NOISE,8YKF_E,0.0
G_NOISE,8YLG_A,0.0
G_NOISE,8YLI_B,0.0
G_NOISE,8YMZ_E,0.0
G_NOISE,8YON_C,0.0
G047,8YQZ_B,1.0
G_NOISE,8YV7_A,0.0
G_NOISE,8YV8_K,0.0
G_NOISE,8YWH_A,0.0
G039,8YXW_A,0.6087541280297838
G014,8YZT_C,0.9977832821453781
G033,8Z0K_A,1.0
G_NOISE,8Z0K_E,0.0
G034,8Z2N_CA00,0.9835486566335491
G027,8Z2O_A,1.0
G027,8Z79_A,1.0
G032,8Z92_B,1.0
G_NOISE,8Z96_B,0.0
G014,8ZBF_A,0.9063987371979044
G048,8ZDA_A,1.0
G037,8ZIC_A,0.9703817474785196
G_NOISE,8ZIT_M,0.0
G_NOISE,8ZL2_A,0.0
G_NOISE,8ZNJ_A,0.0
G_NOISE,8ZNJ_B,0.0
G036,8ZP9_H,0.9393990054921013
G_NOISE,8ZPO_A,0.0
G048,8ZQC_A,1.0
G043,8ZQH_A,0.37241970018014514
G_NOISE,8ZW9_C,0.0
G007,9ANT_A,1.0
G_NOISE,9AR6_A,0.0
G_NOISE,9B2S_E,0.0
G034,9B2T_K,0.9994379193884677
G_NOISE,9B7Y_A,0.0
G_NOISE,9B8R_E,0.0
G_NOISE,9B8T_B,0.0
G_NOISE,9BC5_F,0.0
G024,9BCU_A,1.0
G_NOISE,9BCU_G,0.0
G_NOISE,9BDD_A,0.0
G015,9BDW_A,1.0
G009,9BE6_A,0.9224726961329862
G008,9BE6_C,0.9407037386838557
G011,9BE6_D,0.9763657119939919
G010,9BE6_F,1.0
G_NOISE,9BF5_C,0.0
G041,9BGJ_A,1.0
G_NOISE,9BGK_E,0.0
G_NOISE,9BS2_A,0.0
G045,9BS3_A,1.0
G045,9BS4_A,1.0
G_NOISE,9BVD_C,0.0
G_NOISE,9BYR_B,0.0
G_NOISE,9BZ0_E,0.0
G027,9BZ0_f,1.0
G_NOISE,9C0I_A,0.0
G_NOISE,9C3U_B,0.0
G_NOISE,9C4D_C,0.0
G_NOISE,9C4K_B,0.0
G_NOISE,9C4K_P,0.0
G_NOISE,9C5G_B,0.0
G_NOISE,9C5Q_A,0.0
G_NOISE,9C9W_A,0.0
G_NOISE,9C9Y_A,0.0
G004,9CB5_D,1.0
G004,9CB5_H,1.0
G_NOISE,9CG4_E,0.0
G_NOISE,9CHN_A,0.0
G_NOISE,9CJI_A,0.0
G_NOISE,9CK2_F,0.0
G047,9CL7_E,0.8135316654646411
G047,9CMA_A,0.8135316654646411
G036,9CP2_A,1.0
G_NOISE,9CVT_B,0.0
G_NOISE,9CYY_0,0.0
G009,9D3K_A,0.8149158360794281
G010,9D3K_B,1.0
G008,9D3K_C,0.803792174259836
G011,9D3K_D,0.9812671768660576
G011,9D3K_H,0.8511756724898842
G008,9D3L_C,0.803792174259836
G009,9D3L_E,1.0
G011,9D3M_D,1.0
G009,9D3N_A,0.5629761021091877
G008,9D3N_C,0.3874449542884054
G011,9D3N_D,0.8511756724898842
G008,9D3N_G,0.3683666351816024
G008,9D3O_C,0.7783940426710726
G011,9D3O_D,0.9934411271346814
G009,9D3P_A,1.0
G008,9D3P_C,1.0
G011,9D3P_D,0.909675496404988
G010,9D3Q_B,1.0
G008,9D3Q_C,0.3874449542884054
G011,9D3Q_D,1.0
G009,9D3Q_E,1.0
G009,9D3R_A,1.0
G008,9D3R_C,0.9811347914337364
G011,9D3R_D,0.9934411271346814
G008,9D3S_C,0.9811347914337364
G011,9D3S_D,1.0
G010,9D3T_B,1.0
G008,9D3T_C,0.803792174259836
G009,9D3T_E,0.5629761021091877
G011,9D3T_H,0.8511756724898842
G021,9D4S_A,0.308663568339877
G_NOISE,9D5L_A,0.0
G_NOISE,9D6N_B,0.0
G_NOISE,9DBH_A,0.0
G_NOISE,9DIH_B,0.0
G_NOISE,9DLS_C,0.0
G025,9DM9_A,1.0
G030,9DP2_A,1.0
G030,9DP3_A,1.0
G030,9DP4_A,1.0
G_NOISE,9DQN_B,0.0
G_NOISE,9E2W_Y,0.0
G_NOISE,9E5C_1r,0.0
G042,9E5Y_A,0.10063383826031325
G_NOISE,9E6N_A,0.0
G022,9E88_C,1.0
G024,9E88_D,1.0
G_NOISE,9E8Z_C,0.0
G_NOISE,9E8Z_H,0.0
G_NOISE,9E99_B,0.0
G042,9EA3_A,0.10063383826031325
G010,9EAR_B,0.9615059712850789
G_NOISE,9ECO_A,0.0
G009,9ECP_A,1.0
G010,9ECP_B,1.0
G008,9ECP_C,1.0
G011,9ECP_D,1.0
G_NOISE,9EFF_B,0.0
G_NOISE,9EFW_A,0.0
G047,9EH1_B,1.0
G_NOISE,9EH1_E,0.0
G_NOISE,9EH1_U,0.0
G_NOISE,9EL5_A,0.0
G016,9EMI_A,1.0
G047,9EOA_A,0.8135316654646411
G_NOISE,9EOA_G,0.0
G_NOISE,9ERK_B,0.0
G050,9EWB_A,1.0
G050,9EWC_C,1.0
G050,9EWD_A,1.0
G050,9EWG_A,1.0
G_NOISE,9EWZ_C,0.0
G032,9EZ5_A,1.0
G032,9EZ7_A,1.0
G032,9EZD_A,1.0
G_NOISE,9EZY_A,0.0
G_NOISE,9EZY_B,0.0
G_NOISE,9EZZ_A,0.0
G_NOISE,9F09_A,0.0
G010,9F0O_B,1.0
G008,9F0O_C,0.9444715666121524
G011,9F0O_D,0.9824128270620309
G009,9F0O_E,0.7656669813989138
G_NOISE,9F10_F,0.0
G032,9F38_A,1.0
G_NOISE,9F3T_A,0.0
G_NOISE,9F5Y_T,0.0
G_NOISE,9F5Y_V,0.0
G_NOISE,9F5Y_W,0.0
